freq,psd_x,psd_y,psd_z,psd_xyz
109.6,2.365e+05,8.708e+03,7.745e+04,3.227e+05
111.2,1.988e+05,1.138e+04,7.053e+04,2.808e+05
112.7,1.583e+05,1.405e+04,6.534e+04,2.377e+05
114.2,1.282e+05,1.625e+04,6.018e+04,2.046e+05
115.8,9.831e+04,1.891e+04,5.726e+04,1.745e+05
117.3,7.583e+04,2.281e+04,5.580e+04,1.544e+05
118.9,9.752e+04,2.925e+04,5.656e+04,1.833e+05
120.4,2.191e+05,4.320e+04,6.064e+04,3.229e+05
122.0,3.375e+05,5.821e+04,6.405e+04,4.598e+05
123.5,4.552e+05,7.573e+04,6.567e+04,5.966e+05
125.1,6.287e+05,1.021e+05,6.110e+04,7.920e+05
126.6,7.279e+05,1.198e+05,5.332e+04,9.010e+05
128.1,7.046e+05,1.123e+05,4.536e+04,8.623e+05
129.7,6.405e+05,9.379e+04,3.682e+04,7.711e+05
131.2,5.718e+05,7.301e+04,2.973e+04,6.746e+05
132.8,3.701e+05,4.347e+04,2.125e+04,4.348e+05
134.3,8.425e+04,1.455e+04,1.211e+04,1.109e+05
135.9,4.278e+04,1.105e+04,8.559e+03,6.239e+04
137.4,3.991e+04,9.797e+03,7.034e+03,5.674e+04
138.9,3.779e+04,8.551e+03,6.650e+03,5.299e+04
140.5,3.994e+04,8.836e+03,6.068e+03,5.485e+04
142.0,4.601e+04,1.046e+04,5.700e+03,6.217e+04
143.6,5.461e+04,1.245e+04,5.544e+03,7.261e+04
145.1,6.432e+04,1.460e+04,5.166e+03,8.409e+04
146.7,7.987e+04,1.778e+04,4.849e+03,1.025e+05
148.2,9.532e+04,2.143e+04,4.887e+03,1.216e+05
149.8,1.145e+05,2.609e+04,5.500e+03,1.461e+05
151.3,1.252e+05,2.911e+04,5.921e+03,1.602e+05
152.8,1.302e+05,3.143e+04,6.573e+03,1.682e+05
154.4,1.306e+05,3.289e+04,7.361e+03,1.708e+05
155.9,1.217e+05,3.251e+04,8.256e+03,1.625e+05
157.5,1.105e+05,3.117e+04,9.182e+03,1.508e+05
159.0,9.852e+04,2.889e+04,9.824e+03,1.372e+05
160.6,8.244e+04,2.486e+04,9.711e+03,1.170e+05
162.1,7.306e+04,2.233e+04,9.928e+03,1.053e+05
163.6,7.079e+04,2.196e+04,1.077e+04,1.035e+05
165.2,6.837e+04,2.114e+04,1.113e+04,1.006e+05
166.7,6.870e+04,2.037e+04,1.140e+04,1.005e+05
168.3,7.345e+04,2.015e+04,1.224e+04,1.058e+05
169.8,7.986e+04,2.039e+04,1.332e+04,1.136e+05
171.4,9.089e+04,2.198e+04,1.565e+04,1.285e+05
172.9,1.040e+05,2.417e+04,1.867e+04,1.469e+05
174.5,1.155e+05,2.477e+04,2.051e+04,1.607e+05
176.0,1.234e+05,2.481e+04,2.177e+04,1.700e+05
177.5,1.289e+05,2.559e+04,2.334e+04,1.778e+05
179.1,1.339e+05,2.673e+04,2.580e+04,1.864e+05
180.6,1.399e+05,2.923e+04,3.078e+04,2.000e+05
182.2,1.434e+05,3.153e+04,3.729e+04,2.122e+05
183.7,1.489e+05,3.389e+04,4.529e+04,2.280e+05
185.3,1.510e+05,3.497e+04,5.305e+04,2.390e+05
186.8,1.491e+05,3.432e+04,5.821e+04,2.417e+05
188.4,1.469e+05,3.279e+04,5.998e+04,2.396e+05
189.9,1.479e+05,3.172e+04,6.260e+04,2.422e+05
191.4,1.410e+05,2.838e+04,6.161e+04,2.310e+05
193.0,1.331e+05,2.490e+04,5.881e+04,2.169e+05
194.5,1.205e+05,2.083e+04,5.250e+04,1.938e+05
196.1,1.063e+05,1.696e+04,4.492e+04,1.682e+05
197.6,9.105e+04,1.364e+04,3.696e+04,1.417e+05
199.2,7.592e+04,1.072e+04,3.002e+04,1.167e+05
