freq,psd_x,psd_y,psd_z,psd_xyz
0.0,8.342e+02,9.550e+00,8.575e+00,8.524e+02
1.6,4.745e+02,3.225e+01,1.915e+01,5.258e+02
3.1,2.875e+01,3.564e+01,1.926e+01,8.365e+01
4.7,3.680e+02,3.740e+01,2.090e+01,4.263e+02
6.3,1.212e+03,4.377e+01,1.973e+01,1.276e+03
7.9,1.749e+03,3.715e+01,2.032e+01,1.807e+03
9.4,2.356e+03,3.314e+01,1.982e+01,2.409e+03
11.0,3.251e+03,3.450e+01,2.199e+01,3.308e+03
12.6,4.242e+03,3.392e+01,2.868e+01,4.304e+03
14.2,5.407e+03,3.462e+01,5.124e+01,5.493e+03
15.7,6.713e+03,3.496e+01,9.014e+01,6.838e+03
17.3,8.149e+03,3.767e+01,1.440e+02,8.330e+03
18.9,9.582e+03,3.692e+01,1.312e+02,9.750e+03
20.5,1.117e+04,3.765e+01,6.927e+01,1.128e+04
22.0,1.305e+04,4.538e+01,3.839e+01,1.313e+04
23.6,1.518e+04,4.265e+01,2.646e+01,1.525e+04
25.2,1.750e+04,4.002e+01,2.461e+01,1.757e+04
26.7,1.997e+04,4.102e+01,2.237e+01,2.004e+04
28.3,2.290e+04,4.109e+01,2.399e+01,2.297e+04
29.9,2.577e+04,4.695e+01,2.626e+01,2.585e+04
31.5,2.877e+04,4.490e+01,2.716e+01,2.884e+04
33.0,3.200e+04,4.700e+01,2.905e+01,3.207e+04
34.6,3.574e+04,5.417e+01,3.215e+01,3.583e+04
36.2,3.965e+04,5.227e+01,3.256e+01,3.974e+04
37.8,4.469e+04,4.627e+01,3.510e+01,4.477e+04
39.3,4.966e+04,4.765e+01,4.343e+01,4.975e+04
40.9,5.723e+04,4.525e+01,6.111e+01,5.733e+04
42.5,6.615e+04,6.084e+01,6.929e+01,6.628e+04
44.1,7.469e+04,9.457e+01,6.623e+01,7.485e+04
45.6,8.678e+04,1.187e+02,6.521e+01,8.697e+04
47.2,1.007e+05,1.520e+02,7.839e+01,1.009e+05
48.8,1.113e+05,1.813e+02,7.658e+01,1.116e+05
50.3,1.215e+05,2.226e+02,7.010e+01,1.218e+05
51.9,1.422e+05,2.859e+02,6.203e+01,1.425e+05
53.5,1.622e+05,3.097e+02,4.786e+01,1.625e+05
55.1,1.896e+05,3.601e+02,3.458e+01,1.900e+05
56.6,2.201e+05,4.497e+02,3.899e+01,2.206e+05
58.2,2.554e+05,5.753e+02,9.679e+01,2.561e+05
59.8,3.098e+05,7.924e+02,2.293e+02,3.108e+05
61.4,3.573e+05,9.999e+02,3.461e+02,3.586e+05
62.9,4.191e+05,9.668e+02,4.002e+02,4.204e+05
64.5,5.366e+05,9.802e+02,3.156e+02,5.379e+05
66.1,6.504e+05,1.334e+03,2.375e+02,6.520e+05
67.7,7.818e+05,2.239e+03,4.340e+02,7.845e+05
69.2,1.008e+06,6.529e+03,1.018e+03,1.015e+06
70.8,1.333e+06,1.158e+04,1.269e+03,1.345e+06
72.4,1.542e+06,8.718e+03,4.468e+02,1.552e+06
73.9,1.703e+06,5.755e+03,3.150e+02,1.709e+06
75.5,2.006e+06,4.665e+03,7.654e+02,2.012e+06
77.1,2.519e+06,5.902e+03,1.294e+03,2.526e+06
78.7,3.142e+06,1.053e+04,2.244e+03,3.155e+06
80.2,3.898e+06,1.818e+04,4.076e+03,3.920e+06
81.8,4.440e+06,2.268e+04,5.412e+03,4.468e+06
83.4,4.379e+06,2.273e+04,5.677e+03,4.407e+06
85.0,4.134e+06,2.402e+04,7.016e+03,4.165e+06
86.5,3.803e+06,2.496e+04,1.074e+04,3.838e+06
88.1,3.508e+06,2.661e+04,1.643e+04,3.551e+06
89.7,3.128e+06,2.522e+04,2.396e+04,3.178e+06
91.2,2.816e+06,2.235e+04,3.411e+04,2.872e+06
