freq,psd_x,psd_y,psd_z,psd_xyz
0.0,5.194e+02,2.112e+01,1.884e+01,5.594e+02
1.5,3.016e+02,4.383e+01,4.284e+01,3.883e+02
3.1,3.727e+01,4.382e+01,4.659e+01,1.277e+02
4.6,3.420e+02,4.514e+01,4.138e+01,4.285e+02
6.2,1.225e+03,4.507e+01,4.130e+01,1.312e+03
7.7,2.114e+03,4.780e+01,4.037e+01,2.202e+03
9.2,3.096e+03,8.218e+01,4.007e+01,3.218e+03
10.8,3.656e+03,1.098e+02,4.581e+01,3.812e+03
12.3,3.741e+03,7.608e+01,4.624e+01,3.863e+03
13.9,4.778e+03,5.018e+01,4.518e+01,4.873e+03
15.4,6.284e+03,4.930e+01,4.215e+01,6.375e+03
16.9,8.012e+03,4.563e+01,4.125e+01,8.099e+03
18.5,9.933e+03,4.357e+01,4.367e+01,1.002e+04
20.0,1.207e+04,4.975e+01,4.410e+01,1.217e+04
21.6,1.458e+04,5.307e+01,4.186e+01,1.468e+04
23.1,1.726e+04,5.897e+01,4.369e+01,1.737e+04
24.7,2.009e+04,6.277e+01,4.924e+01,2.020e+04
26.2,2.359e+04,5.671e+01,5.408e+01,2.370e+04
27.7,2.756e+04,5.400e+01,5.385e+01,2.767e+04
29.3,3.165e+04,5.883e+01,4.757e+01,3.175e+04
30.8,3.721e+04,6.345e+01,4.240e+01,3.731e+04
32.4,4.332e+04,7.006e+01,3.915e+01,4.343e+04
33.9,5.005e+04,6.505e+01,4.264e+01,5.015e+04
35.4,5.841e+04,7.836e+01,5.199e+01,5.854e+04
37.0,6.895e+04,9.400e+01,6.849e+01,6.912e+04
38.5,8.123e+04,1.492e+02,1.131e+02,8.149e+04
40.1,9.591e+04,4.209e+02,2.428e+02,9.658e+04
41.6,1.182e+05,1.100e+03,4.917e+02,1.198e+05
43.1,1.423e+05,1.711e+03,6.028e+02,1.446e+05
44.7,1.676e+05,2.394e+03,5.277e+02,1.705e+05
46.2,2.074e+05,3.137e+03,3.959e+02,2.109e+05
47.8,2.594e+05,3.433e+03,2.783e+02,2.632e+05
49.3,3.094e+05,2.905e+03,3.552e+02,3.126e+05
50.8,3.714e+05,1.950e+03,8.675e+02,3.742e+05
52.4,4.675e+05,1.407e+03,1.656e+03,4.706e+05
53.9,6.082e+05,1.479e+03,2.442e+03,6.122e+05
55.5,8.098e+05,2.518e+03,2.566e+03,8.149e+05
57.0,9.960e+05,3.086e+03,2.806e+03,1.002e+06
58.5,1.267e+06,3.806e+03,3.880e+03,1.274e+06
60.1,1.693e+06,6.001e+03,4.796e+03,1.704e+06
61.6,1.966e+06,7.818e+03,4.067e+03,1.978e+06
63.2,1.823e+06,9.171e+03,1.543e+03,1.834e+06
64.7,1.396e+06,9.767e+03,7.927e+02,1.407e+06
66.3,9.557e+05,9.375e+03,1.394e+03,9.665e+05
67.8,6.201e+05,8.286e+03,2.132e+03,6.305e+05
69.3,4.911e+05,8.793e+03,3.442e+03,5.033e+05
70.9,4.342e+05,9.581e+03,4.733e+03,4.485e+05
72.4,3.566e+05,9.812e+03,5.103e+03,3.715e+05
74.0,2.869e+05,1.051e+04,5.088e+03,3.025e+05
75.5,2.361e+05,1.094e+04,5.603e+03,2.526e+05
77.0,2.032e+05,1.090e+04,5.781e+03,2.199e+05
78.6,1.787e+05,1.110e+04,5.533e+03,1.953e+05
80.1,1.539e+05,1.157e+04,5.424e+03,1.709e+05
81.7,1.346e+05,1.163e+04,5.442e+03,1.516e+05
83.2,1.241e+05,1.104e+04,4.884e+03,1.400e+05
84.7,1.214e+05,1.105e+04,4.756e+03,1.372e+05
86.3,1.241e+05,1.206e+04,5.289e+03,1.415e+05
87.8,1.275e+05,1.319e+04,5.903e+03,1.466e+05
89.4,1.291e+05,1.424e+04,6.949e+03,1.503e+05
90.9,1.342e+05,1.542e+04,8.505e+03,1.581e+05
92.4,1.500e+05,1.752e+04,1.107e+04,1.786e+05
94.0,1.723e+05,2.029e+04,1.486e+04,2.075e+05
95.5,1.962e+05,2.279e+04,1.926e+04,2.382e+05
97.1,2.235e+05,2.457e+04,2.409e+04,2.722e+05
98.6,2.429e+05,2.406e+04,2.700e+04,2.940e+05
100.1,2.607e+05,2.283e+04,3.205e+04,3.156e+05
101.7,2.579e+05,1.834e+04,4.101e+04,3.173e+05
103.2,2.489e+05,1.096e+04,4.644e+04,3.063e+05
104.8,2.544e+05,5.708e+03,4.248e+04,3.026e+05
106.3,2.749e+05,3.687e+03,3.599e+04,3.146e+05
107.8,2.904e+05,4.037e+03,3.410e+04,3.285e+05
