freq,psd_x,psd_y,psd_z,psd_xyz
0.0,7.205e+02,1.028e+01,1.148e+01,7.423e+02
1.6,4.081e+02,3.297e+01,2.289e+01,4.639e+02
3.1,2.813e+01,3.654e+01,1.907e+01,8.375e+01
4.7,3.673e+02,3.552e+01,1.821e+01,4.210e+02
6.3,1.229e+03,3.710e+01,1.959e+01,1.286e+03
7.9,1.958e+03,3.635e+01,1.957e+01,2.014e+03
9.4,2.398e+03,3.598e+01,1.983e+01,2.454e+03
11.0,3.083e+03,3.588e+01,2.033e+01,3.139e+03
12.6,4.133e+03,3.497e+01,2.002e+01,4.188e+03
14.2,5.347e+03,3.494e+01,2.234e+01,5.405e+03
15.7,6.641e+03,3.736e+01,2.071e+01,6.699e+03
17.3,8.016e+03,3.351e+01,2.103e+01,8.070e+03
18.9,9.416e+03,3.265e+01,2.288e+01,9.472e+03
20.5,1.097e+04,3.401e+01,2.226e+01,1.103e+04
22.0,1.292e+04,3.556e+01,2.189e+01,1.298e+04
23.6,1.486e+04,3.676e+01,2.347e+01,1.492e+04
25.2,1.706e+04,3.789e+01,2.197e+01,1.712e+04
26.7,1.976e+04,3.884e+01,1.982e+01,1.982e+04
28.3,2.269e+04,4.153e+01,2.303e+01,2.275e+04
29.9,2.518e+04,4.553e+01,2.284e+01,2.525e+04
31.5,2.804e+04,4.438e+01,1.995e+01,2.810e+04
33.0,3.090e+04,4.162e+01,2.063e+01,3.096e+04
34.6,3.425e+04,4.553e+01,2.035e+01,3.432e+04
36.2,3.768e+04,4.950e+01,2.068e+01,3.775e+04
37.8,4.233e+04,5.526e+01,2.143e+01,4.241e+04
39.3,4.663e+04,5.919e+01,2.115e+01,4.671e+04
40.9,5.314e+04,6.620e+01,2.028e+01,5.323e+04
42.5,6.123e+04,8.063e+01,2.185e+01,6.133e+04
44.0,6.827e+04,9.893e+01,2.116e+01,6.839e+04
45.6,7.926e+04,1.151e+02,2.115e+01,7.940e+04
47.2,9.548e+04,1.316e+02,2.220e+01,9.563e+04
48.8,1.104e+05,1.518e+02,2.196e+01,1.106e+05
50.3,1.242e+05,1.874e+02,2.401e+01,1.245e+05
51.9,1.460e+05,3.674e+02,3.696e+01,1.464e+05
53.5,1.754e+05,7.516e+02,9.686e+01,1.762e+05
55.1,2.170e+05,1.489e+03,3.457e+02,2.189e+05
56.6,2.625e+05,2.451e+03,7.559e+02,2.657e+05
58.2,2.980e+05,2.521e+03,5.386e+02,3.011e+05
59.8,3.330e+05,2.854e+03,2.327e+02,3.361e+05
61.4,3.416e+05,3.209e+03,1.495e+02,3.449e+05
62.9,3.313e+05,3.082e+03,3.835e+02,3.348e+05
64.5,3.209e+05,2.925e+03,6.659e+02,3.245e+05
66.1,3.319e+05,3.591e+03,9.039e+02,3.363e+05
67.6,3.563e+05,4.607e+03,1.231e+03,3.621e+05
69.2,4.251e+05,5.703e+03,1.818e+03,4.327e+05
70.8,5.755e+05,7.168e+03,2.466e+03,5.852e+05
72.4,8.186e+05,8.041e+03,3.543e+03,8.302e+05
73.9,1.103e+06,6.910e+03,4.583e+03,1.114e+06
75.5,1.282e+06,4.381e+03,3.846e+03,1.290e+06
77.1,1.698e+06,4.500e+03,5.425e+03,1.708e+06
78.7,2.635e+06,7.282e+03,1.277e+04,2.655e+06
80.2,3.623e+06,1.107e+04,2.101e+04,3.655e+06
81.8,3.777e+06,1.110e+04,1.970e+04,3.808e+06
83.4,3.228e+06,5.614e+03,1.262e+04,3.247e+06
84.9,2.889e+06,2.552e+03,7.734e+03,2.899e+06
86.5,2.821e+06,3.871e+03,5.169e+03,2.830e+06
88.1,2.889e+06,8.314e+03,3.954e+03,2.901e+06
89.7,2.907e+06,1.464e+04,7.473e+03,2.929e+06
91.2,2.821e+06,1.908e+04,1.902e+04,2.859e+06
92.8,2.570e+06,1.951e+04,3.476e+04,2.624e+06
94.4,2.356e+06,1.668e+04,4.102e+04,2.414e+06
96.0,2.252e+06,1.529e+04,3.602e+04,2.304e+06
97.5,2.060e+06,1.524e+04,4.675e+04,2.121e+06
99.1,1.767e+06,1.302e+04,6.372e+04,1.844e+06
100.7,1.513e+06,8.565e+03,6.292e+04,1.584e+06
102.3,1.397e+06,4.447e+03,5.073e+04,1.453e+06
103.8,1.254e+06,3.141e+03,3.508e+04,1.292e+06
105.4,1.056e+06,2.719e+03,3.025e+04,1.089e+06
107.0,9.328e+05,1.917e+03,3.489e+04,9.696e+05
108.5,8.317e+05,1.198e+03,3.968e+04,8.726e+05
110.1,7.342e+05,6.575e+02,4.482e+04,7.797e+05
111.7,6.275e+05,3.892e+02,4.764e+04,6.755e+05
113.3,4.947e+05,3.177e+02,4.294e+04,5.380e+05
114.8,3.807e+05,3.834e+02,3.663e+04,4.177e+05
116.4,2.863e+05,4.663e+02,2.546e+04,3.123e+05
118.0,2.251e+05,5.135e+02,1.326e+04,2.389e+05
119.6,1.968e+05,5.860e+02,5.852e+03,2.033e+05
121.1,1.827e+05,5.591e+02,4.102e+03,1.874e+05
122.7,1.760e+05,4.630e+02,5.887e+03,1.824e+05
124.3,1.891e+05,3.687e+02,9.454e+03,1.989e+05
125.8,2.210e+05,3.580e+02,1.375e+04,2.351e+05
127.4,2.624e+05,4.538e+02,1.503e+04,2.779e+05
129.0,3.099e+05,8.699e+02,1.469e+04,3.254e+05
130.6,3.344e+05,1.154e+03,1.402e+04,3.496e+05
132.1,2.820e+05,1.042e+03,1.194e+04,2.950e+05
133.7,7.596e+04,3.250e+02,3.599e+03,7.988e+04
135.3,1.328e+04,9.700e+01,9.367e+02,1.432e+04
136.9,1.409e+04,1.048e+02,9.502e+02,1.515e+04
138.4,1.603e+04,1.479e+02,1.058e+03,1.723e+04
140.0,1.780e+04,2.384e+02,1.440e+03,1.948e+04
141.6,1.881e+04,3.566e+02,1.803e+03,2.097e+04
143.2,1.863e+04,4.860e+02,1.862e+03,2.098e+04
144.7,1.828e+04,6.704e+02,1.832e+03,2.078e+04
146.3,1.757e+04,8.932e+02,1.727e+03,2.019e+04
147.9,1.640e+04,1.031e+03,1.452e+03,1.888e+04
149.4,1.862e+04,1.261e+03,1.336e+03,2.122e+04
151.0,2.015e+04,1.440e+03,1.232e+03,2.282e+04
152.6,1.977e+04,1.541e+03,1.140e+03,2.245e+04
154.2,2.013e+04,1.667e+03,1.127e+03,2.292e+04
155.7,2.095e+04,1.673e+03,1.111e+03,2.373e+04
157.3,2.124e+04,1.513e+03,1.023e+03,2.377e+04
158.9,2.223e+04,1.359e+03,9.224e+02,2.451e+04
160.5,2.235e+04,1.217e+03,9.491e+02,2.451e+04
162.0,2.224e+04,1.077e+03,1.050e+03,2.436e+04
163.6,2.410e+04,1.083e+03,1.009e+03,2.620e+04
165.2,2.599e+04,1.282e+03,7.740e+02,2.805e+04
166.7,2.874e+04,1.473e+03,4.555e+02,3.067e+04
168.3,3.262e+04,1.562e+03,2.279e+02,3.441e+04
169.9,4.116e+04,1.760e+03,3.070e+02,4.323e+04
171.5,6.370e+04,2.480e+03,5.001e+02,6.668e+04
173.0,8.670e+04,3.265e+03,8.572e+02,9.082e+04
174.6,8.619e+04,3.446e+03,1.230e+03,9.086e+04
176.2,7.921e+04,3.428e+03,1.461e+03,8.410e+04
177.8,7.293e+04,3.375e+03,1.481e+03,7.779e+04
179.3,6.464e+04,3.133e+03,1.538e+03,6.931e+04
180.9,6.477e+04,3.238e+03,1.872e+03,6.988e+04
182.5,6.602e+04,3.676e+03,2.371e+03,7.207e+04
184.1,5.946e+04,3.499e+03,2.588e+03,6.554e+04
185.6,5.161e+04,3.058e+03,2.420e+03,5.709e+04
187.2,4.900e+04,3.075e+03,2.559e+03,5.463e+04
188.8,4.529e+04,3.051e+03,2.611e+03,5.096e+04
190.3,4.152e+04,3.009e+03,2.473e+03,4.700e+04
191.9,3.787e+04,3.399e+03,2.353e+03,4.362e+04
193.5,3.444e+04,3.382e+03,2.109e+03,3.993e+04
195.1,3.021e+04,3.138e+03,1.934e+03,3.528e+04
196.6,2.387e+04,2.825e+03,1.760e+03,2.845e+04
198.2,1.990e+04,2.696e+03,1.823e+03,2.442e+04
199.8,1.800e+04,2.804e+03,2.164e+03,2.297e+04
