freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.579e+02,1.064e+01,5.188e+02,7.873e+02
1.5,1.554e+02,3.021e+01,3.065e+02,4.921e+02
3.0,1.608e+01,2.814e+01,3.109e+01,7.530e+01
4.5,1.683e+01,2.850e+01,2.765e+02,3.219e+02
6.0,1.766e+01,2.958e+01,1.161e+03,1.208e+03
7.5,2.004e+01,3.174e+01,2.059e+03,2.110e+03
9.0,1.761e+01,3.161e+01,3.154e+03,3.203e+03
10.5,1.977e+01,3.275e+01,4.880e+03,4.932e+03
12.0,2.161e+01,4.586e+01,6.924e+03,6.992e+03
13.4,2.770e+01,7.167e+01,6.619e+03,6.718e+03
14.9,3.082e+01,4.938e+01,4.961e+03,5.041e+03
16.4,2.885e+01,3.122e+01,5.995e+03,6.055e+03
17.9,2.695e+01,3.164e+01,8.264e+03,8.322e+03
19.4,2.990e+01,4.060e+01,1.084e+04,1.091e+04
20.9,3.102e+01,4.747e+01,1.384e+04,1.392e+04
22.4,3.653e+01,4.725e+01,1.742e+04,1.750e+04
23.9,5.035e+01,4.503e+01,2.193e+04,2.202e+04
25.4,8.885e+01,4.449e+01,2.724e+04,2.738e+04
26.9,1.689e+02,6.154e+01,3.291e+04,3.314e+04
28.4,3.392e+02,7.791e+01,4.066e+04,4.108e+04
29.9,7.748e+02,7.265e+01,5.108e+04,5.192e+04
31.4,1.574e+03,8.775e+01,6.458e+04,6.624e+04
32.9,2.058e+03,1.235e+02,8.157e+04,8.375e+04
34.4,2.412e+03,1.759e+02,1.041e+05,1.067e+05
35.9,3.258e+03,2.316e+02,1.292e+05,1.327e+05
37.4,4.712e+03,2.808e+02,1.525e+05,1.575e+05
38.8,6.906e+03,3.122e+02,1.893e+05,1.965e+05
40.3,1.369e+04,3.857e+02,2.744e+05,2.885e+05
41.8,3.092e+04,5.658e+02,4.335e+05,4.650e+05
43.3,5.983e+04,1.364e+03,6.329e+05,6.941e+05
44.8,1.244e+05,2.103e+03,1.006e+06,1.133e+06
46.3,2.605e+05,3.905e+03,1.680e+06,1.945e+06
47.8,4.317e+05,7.032e+03,2.195e+06,2.633e+06
49.3,5.406e+05,7.987e+03,2.093e+06,2.641e+06
50.8,5.574e+05,8.362e+03,1.579e+06,2.145e+06
52.3,5.643e+05,9.325e+03,1.136e+06,1.710e+06
53.8,5.871e+05,9.959e+03,8.306e+05,1.428e+06
55.3,6.355e+05,9.769e+03,6.191e+05,1.264e+06
56.8,7.015e+05,9.513e+03,4.628e+05,1.174e+06
58.3,7.629e+05,9.857e+03,3.540e+05,1.127e+06
59.8,7.509e+05,1.100e+04,2.989e+05,1.061e+06
61.3,6.191e+05,1.125e+04,2.689e+05,8.993e+05
62.7,4.890e+05,1.022e+04,2.439e+05,7.431e+05
64.2,4.245e+05,9.333e+03,2.212e+05,6.550e+05
65.7,3.852e+05,7.852e+03,1.979e+05,5.909e+05
67.2,3.416e+05,6.874e+03,1.701e+05,5.186e+05
68.7,3.079e+05,6.827e+03,1.476e+05,4.623e+05
70.2,2.912e+05,7.523e+03,1.345e+05,4.332e+05
71.7,2.832e+05,7.371e+03,1.210e+05,4.116e+05
73.2,2.824e+05,5.435e+03,1.080e+05,3.958e+05
74.7,2.874e+05,4.813e+03,1.026e+05,3.948e+05
76.2,2.881e+05,4.490e+03,1.009e+05,3.935e+05
77.7,2.680e+05,3.881e+03,9.858e+04,3.704e+05
