freq,psd_x,psd_y,psd_z,psd_xyz
0.0,6.366e+00,1.058e+03,3.547e+01,1.100e+03
1.6,2.504e+01,6.336e+02,4.013e+01,6.988e+02
3.1,2.834e+01,7.223e+01,2.818e+01,1.287e+02
4.7,2.961e+01,4.495e+02,2.953e+01,5.086e+02
6.3,2.826e+01,1.437e+03,2.922e+01,1.494e+03
7.8,2.765e+01,2.424e+03,2.563e+01,2.477e+03
9.4,2.750e+01,3.808e+03,2.711e+01,3.863e+03
11.0,2.877e+01,5.896e+03,2.826e+01,5.953e+03
12.5,3.337e+01,6.431e+03,3.007e+01,6.495e+03
14.1,3.491e+01,5.108e+03,3.206e+01,5.175e+03
15.7,3.533e+01,6.280e+03,3.121e+01,6.347e+03
17.2,4.010e+01,8.524e+03,3.097e+01,8.596e+03
18.8,3.766e+01,1.089e+04,3.270e+01,1.097e+04
20.3,3.363e+01,1.368e+04,3.422e+01,1.375e+04
21.9,3.425e+01,1.722e+04,3.836e+01,1.729e+04
23.5,3.157e+01,2.175e+04,3.777e+01,2.182e+04
25.0,2.829e+01,2.712e+04,3.841e+01,2.719e+04
26.6,2.673e+01,3.399e+04,4.362e+01,3.406e+04
28.2,2.625e+01,4.261e+04,5.539e+01,4.269e+04
29.7,2.709e+01,5.379e+04,7.420e+01,5.389e+04
31.3,2.656e+01,6.820e+04,1.511e+02,6.837e+04
32.9,2.533e+01,8.772e+04,2.783e+02,8.802e+04
34.4,2.732e+01,1.102e+05,3.395e+02,1.106e+05
36.0,2.609e+01,1.331e+05,2.803e+02,1.334e+05
37.6,2.614e+01,1.703e+05,4.300e+02,1.708e+05
39.1,3.128e+01,2.330e+05,7.591e+02,2.338e+05
40.7,4.609e+01,3.460e+05,1.325e+03,3.474e+05
42.3,9.274e+01,5.553e+05,2.806e+03,5.582e+05
43.8,1.428e+02,9.284e+05,6.307e+03,9.348e+05
45.4,1.802e+02,1.827e+06,1.723e+04,1.844e+06
47.0,7.309e+02,3.856e+06,4.523e+04,3.901e+06
48.5,1.616e+03,5.293e+06,7.201e+04,5.367e+06
50.1,1.455e+03,4.632e+06,7.189e+04,4.706e+06
51.7,9.608e+02,3.398e+06,6.232e+04,3.462e+06
53.2,8.480e+02,2.489e+06,5.550e+04,2.546e+06
54.8,5.920e+02,1.815e+06,4.691e+04,1.863e+06
56.4,4.259e+02,1.320e+06,3.661e+04,1.357e+06
57.9,3.805e+02,9.836e+05,2.754e+04,1.012e+06
59.5,4.005e+02,7.936e+05,2.163e+04,8.156e+05
61.0,4.473e+02,6.754e+05,1.803e+04,6.939e+05
62.6,4.743e+02,5.865e+05,2.024e+04,6.072e+05
64.2,4.484e+02,5.115e+05,3.117e+04,5.432e+05
65.7,3.885e+02,4.479e+05,3.957e+04,4.879e+05
67.3,3.293e+02,4.019e+05,4.056e+04,4.428e+05
68.9,3.201e+02,3.688e+05,3.880e+04,4.079e+05
70.4,3.085e+02,3.500e+05,3.787e+04,3.882e+05
72.0,2.633e+02,3.355e+05,3.755e+04,3.733e+05
73.6,2.639e+02,3.138e+05,3.626e+04,3.503e+05
75.1,2.916e+02,2.769e+05,3.078e+04,3.079e+05
76.7,3.021e+02,2.492e+05,2.510e+04,2.746e+05
78.3,2.914e+02,2.214e+05,2.013e+04,2.418e+05
79.8,2.782e+02,1.903e+05,1.526e+04,2.058e+05
81.4,2.738e+02,1.536e+05,1.029e+04,1.641e+05
83.0,2.960e+02,1.072e+05,6.361e+03,1.138e+05
84.5,3.078e+02,6.882e+04,5.998e+03,7.512e+04
86.1,2.797e+02,4.307e+04,1.104e+04,5.439e+04
87.7,2.765e+02,3.271e+04,2.099e+04,5.397e+04
89.2,2.692e+02,3.349e+04,3.032e+04,6.408e+04
90.8,2.719e+02,4.040e+04,4.016e+04,8.083e+04
92.4,4.127e+02,5.083e+04,5.239e+04,1.036e+05
93.9,7.976e+02,6.180e+04,6.770e+04,1.303e+05
95.5,9.288e+02,7.112e+04,8.717e+04,1.592e+05
97.0,8.991e+02,7.696e+04,1.078e+05,1.857e+05
98.6,9.232e+02,7.751e+04,1.266e+05,2.050e+05
100.2,8.422e+02,7.138e+04,1.356e+05,2.078e+05
101.7,9.900e+02,6.104e+04,1.212e+05,1.832e+05
103.3,1.312e+03,5.185e+04,1.059e+05,1.591e+05
104.9,1.751e+03,4.150e+04,8.788e+04,1.311e+05
106.4,2.726e+03,3.457e+04,7.738e+04,1.147e+05
108.0,3.605e+03,3.064e+04,7.255e+04,1.068e+05
109.6,3.482e+03,2.751e+04,6.882e+04,9.981e+04
111.1,3.893e+03,2.501e+04,6.510e+04,9.400e+04
112.7,4.358e+03,2.270e+04,6.136e+04,8.842e+04
114.3,4.664e+03,2.002e+04,5.640e+04,8.109e+04
115.8,6.315e+03,1.629e+04,4.740e+04,7.001e+04
117.4,1.082e+04,1.231e+04,3.495e+04,5.809e+04
119.0,1.690e+04,9.071e+03,2.526e+04,5.123e+04
120.5,1.191e+04,7.257e+03,1.749e+04,3.666e+04
122.1,1.117e+04,8.449e+03,1.329e+04,3.291e+04
123.7,1.504e+04,9.755e+03,1.609e+04,4.089e+04
125.2,1.567e+04,9.198e+03,1.540e+04,4.026e+04
