freq,psd_x,psd_y,psd_z,psd_xyz
0.0,5.125e+00,1.176e+03,3.530e+01,1.216e+03
1.6,2.041e+01,6.974e+02,4.124e+01,7.590e+02
3.1,2.590e+01,6.955e+01,2.950e+01,1.249e+02
4.7,2.798e+01,4.358e+02,3.000e+01,4.938e+02
6.3,2.412e+01,1.444e+03,3.016e+01,1.498e+03
7.8,2.491e+01,2.431e+03,2.783e+01,2.484e+03
9.4,2.647e+01,3.804e+03,2.785e+01,3.858e+03
11.0,3.007e+01,5.980e+03,2.774e+01,6.037e+03
12.5,3.386e+01,6.539e+03,2.853e+01,6.601e+03
14.1,3.463e+01,5.177e+03,2.842e+01,5.240e+03
15.7,3.276e+01,6.449e+03,2.891e+01,6.510e+03
17.2,3.905e+01,8.644e+03,2.764e+01,8.711e+03
18.8,3.415e+01,1.098e+04,3.061e+01,1.104e+04
20.4,3.341e+01,1.376e+04,3.342e+01,1.383e+04
21.9,3.322e+01,1.734e+04,3.560e+01,1.741e+04
23.5,3.024e+01,2.197e+04,3.501e+01,2.204e+04
25.0,2.853e+01,2.751e+04,3.387e+01,2.757e+04
26.6,2.827e+01,3.437e+04,3.781e+01,3.444e+04
28.2,3.036e+01,4.319e+04,4.806e+01,4.327e+04
29.7,2.972e+01,5.475e+04,7.018e+01,5.485e+04
31.3,2.918e+01,7.026e+04,1.564e+02,7.045e+04
32.9,2.964e+01,9.051e+04,2.794e+02,9.081e+04
34.4,3.300e+01,1.137e+05,3.370e+02,1.141e+05
36.0,4.668e+01,1.379e+05,2.867e+02,1.382e+05
37.6,6.298e+01,1.784e+05,4.537e+02,1.789e+05
39.1,7.913e+01,2.463e+05,8.258e+02,2.472e+05
40.7,1.221e+02,3.711e+05,1.453e+03,3.727e+05
42.3,1.563e+02,6.136e+05,3.023e+03,6.168e+05
43.8,1.623e+02,1.071e+06,6.935e+03,1.078e+06
45.4,2.995e+02,2.189e+06,1.978e+04,2.209e+06
47.0,1.140e+03,4.079e+06,4.477e+04,4.125e+06
48.5,1.670e+03,4.869e+06,6.146e+04,4.932e+06
50.1,1.205e+03,4.016e+06,5.885e+04,4.076e+06
51.7,7.752e+02,2.936e+06,5.184e+04,2.988e+06
53.2,7.478e+02,2.134e+06,4.565e+04,2.180e+06
54.8,5.104e+02,1.569e+06,3.910e+04,1.609e+06
56.4,3.704e+02,1.155e+06,3.102e+04,1.186e+06
57.9,3.526e+02,8.857e+05,2.424e+04,9.103e+05
59.5,3.584e+02,7.301e+05,1.973e+04,7.502e+05
61.1,3.730e+02,6.345e+05,1.660e+04,6.515e+05
62.6,4.096e+02,5.543e+05,1.847e+04,5.732e+05
64.2,3.908e+02,4.855e+05,2.875e+04,5.146e+05
