freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.405e+02,1.008e+01,4.920e+02,7.426e+02
1.5,1.454e+02,2.193e+01,2.863e+02,4.536e+02
3.0,1.398e+01,2.093e+01,2.434e+01,5.925e+01
4.5,1.469e+01,1.965e+01,2.662e+02,3.005e+02
6.0,1.558e+01,1.905e+01,1.147e+03,1.182e+03
7.4,1.768e+01,2.023e+01,2.047e+03,2.085e+03
8.9,1.938e+01,2.039e+01,3.098e+03,3.137e+03
10.4,1.798e+01,2.394e+01,4.772e+03,4.814e+03
11.9,1.940e+01,2.723e+01,7.005e+03,7.051e+03
13.4,2.609e+01,3.841e+01,5.729e+03,5.793e+03
14.9,2.756e+01,3.066e+01,4.469e+03,4.527e+03
16.4,2.358e+01,2.549e+01,5.936e+03,5.985e+03
17.9,2.458e+01,2.604e+01,8.139e+03,8.190e+03
19.3,2.604e+01,3.606e+01,1.067e+04,1.074e+04
20.8,2.842e+01,4.191e+01,1.373e+04,1.380e+04
22.3,3.930e+01,3.811e+01,1.724e+04,1.732e+04
23.8,6.897e+01,4.067e+01,2.143e+04,2.154e+04
25.3,1.309e+02,4.322e+01,2.634e+04,2.652e+04
26.8,2.546e+02,6.128e+01,3.146e+04,3.178e+04
28.3,4.966e+02,8.472e+01,3.859e+04,3.917e+04
29.8,1.016e+03,7.745e+01,4.850e+04,4.959e+04
31.2,2.009e+03,8.396e+01,6.193e+04,6.402e+04
32.7,2.915e+03,1.163e+02,7.831e+04,8.134e+04
34.2,3.318e+03,1.600e+02,9.906e+04,1.025e+05
35.7,4.260e+03,1.944e+02,1.221e+05,1.266e+05
37.2,5.686e+03,2.357e+02,1.421e+05,1.480e+05
38.7,7.205e+03,2.468e+02,1.741e+05,1.815e+05
40.2,1.269e+04,2.861e+02,2.515e+05,2.645e+05
41.7,3.071e+04,6.714e+02,4.091e+05,4.404e+05
43.2,6.974e+04,1.243e+03,6.553e+05,7.263e+05
44.6,1.476e+05,2.795e+03,1.046e+06,1.197e+06
46.1,2.963e+05,6.859e+03,1.704e+06,2.007e+06
47.6,4.458e+05,9.950e+03,2.078e+06,2.534e+06
49.1,5.238e+05,9.618e+03,1.870e+06,2.403e+06
50.6,5.380e+05,8.857e+03,1.395e+06,1.942e+06
52.1,5.329e+05,8.713e+03,9.833e+05,1.525e+06
53.6,5.473e+05,8.464e+03,7.100e+05,1.266e+06
55.1,5.981e+05,8.437e+03,5.571e+05,1.164e+06
56.5,6.667e+05,8.556e+03,4.377e+05,1.113e+06
58.0,7.319e+05,7.586e+03,3.367e+05,1.076e+06
59.5,7.268e+05,6.089e+03,2.805e+05,1.013e+06
61.0,6.064e+05,5.659e+03,2.525e+05,8.645e+05
62.5,4.827e+05,5.682e+03,2.249e+05,7.133e+05
64.0,4.227e+05,6.335e+03,2.022e+05,6.313e+05
65.5,3.938e+05,7.470e+03,1.806e+05,5.819e+05
67.0,3.539e+05,8.546e+03,1.610e+05,5.234e+05
68.5,3.209e+05,8.454e+03,1.442e+05,4.736e+05
69.9,3.191e+05,8.144e+03,1.369e+05,4.641e+05
71.4,3.215e+05,7.572e+03,1.246e+05,4.537e+05
72.9,3.220e+05,7.204e+03,1.098e+05,4.390e+05
74.4,3.281e+05,7.691e+03,1.055e+05,4.412e+05
