freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.726e+01,4.575e+02,5.438e+00,4.902e+02
1.5,6.949e+01,2.962e+02,1.991e+01,3.856e+02
3.0,7.471e+01,6.547e+01,2.165e+01,1.618e+02
4.5,5.551e+01,3.117e+02,2.248e+01,3.897e+02
5.9,6.631e+01,1.125e+03,2.204e+01,1.213e+03
7.4,6.837e+01,1.891e+03,1.950e+01,1.979e+03
8.9,6.749e+01,2.752e+03,2.035e+01,2.840e+03
10.4,7.274e+01,3.992e+03,2.127e+01,4.086e+03
11.9,7.270e+01,5.612e+03,2.392e+01,5.708e+03
13.4,7.343e+01,5.367e+03,2.925e+01,5.470e+03
14.9,7.637e+01,5.506e+03,2.846e+01,5.611e+03
16.3,7.754e+01,7.427e+03,2.527e+01,7.530e+03
17.8,8.105e+01,9.488e+03,2.475e+01,9.594e+03
19.3,8.683e+01,1.160e+04,2.378e+01,1.171e+04
20.8,9.242e+01,1.258e+04,2.382e+01,1.269e+04
22.3,1.030e+02,1.467e+04,2.302e+01,1.480e+04
23.8,1.110e+02,1.780e+04,2.404e+01,1.793e+04
25.2,1.137e+02,2.126e+04,3.201e+01,2.140e+04
26.7,1.182e+02,2.500e+04,3.514e+01,2.515e+04
28.2,1.287e+02,2.867e+04,3.043e+01,2.883e+04
29.7,1.535e+02,3.292e+04,2.737e+01,3.310e+04
31.2,1.610e+02,3.754e+04,3.132e+01,3.774e+04
32.7,1.865e+02,4.238e+04,3.829e+01,4.260e+04
34.2,2.498e+02,4.745e+04,3.715e+01,4.774e+04
35.6,3.652e+02,5.257e+04,3.280e+01,5.296e+04
37.1,5.456e+02,5.952e+04,3.005e+01,6.010e+04
38.6,8.005e+02,6.839e+04,2.816e+01,6.921e+04
40.1,9.998e+02,7.762e+04,2.602e+01,7.865e+04
41.6,1.141e+03,9.098e+04,2.709e+01,9.214e+04
43.1,1.414e+03,1.053e+05,3.219e+01,1.067e+05
44.6,1.735e+03,1.164e+05,3.741e+01,1.182e+05
46.0,1.947e+03,1.260e+05,4.898e+01,1.280e+05
47.5,1.849e+03,1.239e+05,6.570e+01,1.258e+05
49.0,1.702e+03,1.214e+05,6.971e+01,1.231e+05
50.5,1.770e+03,1.225e+05,7.169e+01,1.244e+05
52.0,2.268e+03,1.368e+05,1.227e+02,1.392e+05
53.5,3.243e+03,1.696e+05,2.129e+02,1.730e+05
54.9,4.351e+03,2.119e+05,3.547e+02,2.166e+05
56.4,5.137e+03,2.424e+05,6.402e+02,2.482e+05
57.9,5.421e+03,2.609e+05,1.164e+03,2.675e+05
59.4,4.978e+03,3.002e+05,2.305e+03,3.075e+05
60.9,3.454e+03,3.636e+05,3.964e+03,3.710e+05
62.4,2.453e+03,4.204e+05,4.442e+03,4.273e+05
63.9,1.578e+03,4.550e+05,4.094e+03,4.607e+05
65.3,3.345e+03,4.910e+05,3.403e+03,4.978e+05
66.8,8.805e+03,5.244e+05,2.629e+03,5.358e+05
68.3,1.697e+04,5.710e+05,1.932e+03,5.899e+05
69.8,3.559e+04,7.530e+05,2.318e+03,7.909e+05
