freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.170e+03,2.011e+01,2.827e+01,1.219e+03
1.6,6.719e+02,5.431e+01,8.021e+01,8.064e+02
3.1,5.906e+01,5.480e+01,8.281e+01,1.967e+02
4.7,4.089e+02,5.856e+01,1.183e+02,5.858e+02
6.3,1.276e+03,5.731e+01,1.255e+02,1.458e+03
7.8,2.010e+03,5.640e+01,1.251e+02,2.192e+03
9.4,2.952e+03,6.193e+01,1.176e+02,3.132e+03
11.0,4.265e+03,6.511e+01,1.077e+02,4.438e+03
12.5,5.302e+03,7.396e+01,1.113e+02,5.487e+03
14.1,5.269e+03,6.938e+01,1.175e+02,5.456e+03
15.7,6.518e+03,6.050e+01,1.286e+02,6.707e+03
17.2,8.320e+03,6.183e+01,1.402e+02,8.522e+03
18.8,1.010e+04,6.633e+01,1.407e+02,1.031e+04
20.4,1.228e+04,6.382e+01,1.327e+02,1.247e+04
21.9,1.482e+04,6.004e+01,1.343e+02,1.501e+04
23.5,1.749e+04,6.865e+01,1.346e+02,1.769e+04
25.1,2.070e+04,6.953e+01,1.373e+02,2.091e+04
26.6,2.426e+04,7.365e+01,1.392e+02,2.447e+04
28.2,2.743e+04,7.586e+01,1.472e+02,2.765e+04
29.8,3.096e+04,7.615e+01,1.419e+02,3.118e+04
31.3,3.527e+04,9.057e+01,1.308e+02,3.549e+04
32.9,4.028e+04,9.541e+01,1.251e+02,4.051e+04
34.5,4.612e+04,1.041e+02,1.259e+02,4.635e+04
36.0,5.257e+04,1.159e+02,1.247e+02,5.281e+04
37.6,6.057e+04,1.402e+02,1.442e+02,6.085e+04
39.2,6.758e+04,2.225e+02,1.562e+02,6.796e+04
40.7,7.597e+04,3.044e+02,1.729e+02,7.644e+04
42.3,8.720e+04,4.151e+02,1.780e+02,8.780e+04
43.9,9.808e+04,4.907e+02,2.007e+02,9.877e+04
45.4,1.141e+05,6.059e+02,1.973e+02,1.149e+05
47.0,1.358e+05,8.515e+02,1.699e+02,1.369e+05
48.6,1.571e+05,1.229e+03,1.757e+02,1.585e+05
50.1,1.796e+05,1.977e+03,2.029e+02,1.818e+05
51.7,2.195e+05,3.347e+03,2.299e+02,2.230e+05
53.3,2.701e+05,6.541e+03,3.455e+02,2.770e+05
54.8,3.074e+05,1.019e+04,4.666e+02,3.180e+05
56.4,3.505e+05,1.211e+04,4.599e+02,3.630e+05
58.0,3.996e+05,1.429e+04,5.205e+02,4.144e+05
