freq,psd_x,psd_y,psd_z,psd_xyz
0.0,5.332e+02,2.274e+01,2.126e+01,5.772e+02
1.6,3.208e+02,4.676e+01,4.595e+01,4.135e+02
3.1,4.205e+01,4.432e+01,4.286e+01,1.292e+02
4.7,3.489e+02,4.359e+01,4.392e+01,4.364e+02
6.2,1.210e+03,4.249e+01,4.618e+01,1.299e+03
7.8,2.048e+03,4.676e+01,4.097e+01,2.136e+03
9.3,3.190e+03,5.364e+01,5.104e+01,3.295e+03
10.9,3.802e+03,6.829e+01,5.205e+01,3.922e+03
12.4,3.607e+03,4.982e+01,5.464e+01,3.712e+03
14.0,4.648e+03,4.246e+01,5.885e+01,4.750e+03
15.5,6.256e+03,4.178e+01,5.415e+01,6.351e+03
17.1,8.051e+03,4.500e+01,5.093e+01,8.147e+03
18.6,1.003e+04,5.410e+01,5.511e+01,1.014e+04
20.2,1.228e+04,5.613e+01,5.423e+01,1.239e+04
21.7,1.480e+04,5.586e+01,5.236e+01,1.491e+04
23.3,1.749e+04,5.207e+01,5.060e+01,1.759e+04
24.8,2.028e+04,5.601e+01,5.744e+01,2.040e+04
26.4,2.365e+04,6.688e+01,5.779e+01,2.378e+04
27.9,2.765e+04,6.779e+01,5.704e+01,2.777e+04
29.5,3.229e+04,6.463e+01,5.874e+01,3.241e+04
31.0,3.809e+04,6.408e+01,5.755e+01,3.821e+04
32.6,4.477e+04,6.790e+01,5.785e+01,4.489e+04
34.1,5.269e+04,7.415e+01,5.687e+01,5.282e+04
35.7,6.067e+04,6.082e+01,6.782e+01,6.080e+04
37.2,7.102e+04,7.973e+01,9.441e+01,7.119e+04
38.8,8.401e+04,1.681e+02,1.377e+02,8.432e+04
40.3,1.015e+05,5.098e+02,2.546e+02,1.022e+05
41.9,1.261e+05,1.384e+03,4.650e+02,1.280e+05
43.4,1.529e+05,3.456e+03,8.273e+02,1.572e+05
45.0,1.818e+05,6.041e+03,1.120e+03,1.889e+05
46.6,2.256e+05,9.535e+03,1.330e+03,2.364e+05
48.1,2.832e+05,1.294e+04,1.381e+03,2.976e+05
49.7,3.367e+05,1.119e+04,1.070e+03,3.490e+05
51.2,3.991e+05,6.146e+03,6.761e+02,4.059e+05
52.8,4.875e+05,3.755e+03,6.261e+02,4.919e+05
54.3,6.400e+05,2.660e+03,8.275e+02,6.435e+05
